lowlevel.mfcc.mean.1,lowlevel.mfcc.mean.10,lowlevel.mfcc.mean.11,lowlevel.mfcc.mean.12,lowlevel.mfcc.mean.2,lowlevel.mfcc.mean.3,lowlevel.mfcc.mean.4,lowlevel.mfcc.mean.5,lowlevel.mfcc.mean.6,lowlevel.mfcc.mean.7,lowlevel.mfcc.mean.8,lowlevel.mfcc.mean.9,lowlevel.spectral_centroid.mean,lowlevel.spectral_spread.mean,lowlevel.spectral_rolloff.mean,lowlevel.spectral_skewness.mean,lowlevel.spectral_flux.mean,lowlevel.spectral_kurtosis.mean,lowlevel.spectral_complexity.mean,lowlevel.spectral_contrast_coeffs.mean.0,lowlevel.spectral_contrast_coeffs.mean.1,lowlevel.spectral_contrast_coeffs.mean.2,lowlevel.spectral_contrast_coeffs.mean.3,lowlevel.spectral_contrast_coeffs.mean.4,lowlevel.spectral_contrast_coeffs.mean.5,lowlevel.spectral_contrast_valleys.mean.0,lowlevel.spectral_contrast_valleys.mean.1,lowlevel.spectral_contrast_valleys.mean.2,lowlevel.spectral_contrast_valleys.mean.3,lowlevel.spectral_contrast_valleys.mean.4,lowlevel.spectral_contrast_valleys.mean.5,lowlevel.dissonance.dmean
239.56,-2.87,-13.34,-17.53,44.61,-38.91,-24.27,-14.08,-27.45,-26.31,-8.39,2.45,459.55,1439332.25,650.3,10.53,0.04,165.67,5.98,-0.47,-0.67,-0.59,-0.73,-0.86,-0.88,-9.25,-7.14,-9,-10.7,-11.86,-13.75,0.06
242.38,-3.12,-13.93,-17.38,47.04,-39.24,-24.69,-12.22,-25.85,-26.34,-8.15,3.11,465.36,1576744,641.21,10.77,0.04,179.46,6.04,-0.48,-0.67,-0.59,-0.73,-0.86,-0.88,-9.15,-7.13,-8.98,-10.66,-11.82,-13.81,0.06
243.16,-3.8,-14.85,-17.81,47.52,-39.99,-25.75,-12.1,-24.88,-25.96,-8.39,2.81,451.33,1989097.38,637.38,10.85,0.04,177.17,6.18,-0.47,-0.66,-0.58,-0.74,-0.87,-0.88,-9.08,-7.14,-8.99,-10.59,-11.67,-13.6,0.06
248.01,-3.83,-14.19,-17.91,48.23,-39.86,-23.99,-10.07,-23.99,-25.82,-9.06,1.63,435.42,1918659.25,615.37,10.72,0.04,169.86,6.4,-0.47,-0.65,-0.58,-0.73,-0.87,-0.88,-8.99,-7.18,-9.04,-10.61,-11.62,-13.57,0.05
255.59,-3.53,-13.04,-18.43,46.46,-40.19,-21.92,-9.48,-22.59,-23.84,-10.05,-0.67,420.71,1558728.75,610.59,10.42,0.04,168.49,7.11,-0.45,-0.64,-0.57,-0.73,-0.87,-0.87,-8.83,-7.02,-8.94,-10.46,-11.45,-13.47,0.05
257.17,-3.66,-12.29,-18.97,46.53,-38.85,-20.13,-8.46,-20.78,-22.26,-10.75,-2.39,401.85,1736337.13,608.19,10.22,0.04,157.45,7.24,-0.44,-0.65,-0.58,-0.73,-0.87,-0.87,-8.74,-7,-8.92,-10.42,-11.34,-13.34,0.05
257.28,-4.17,-12.14,-18.91,46.86,-36.96,-19.91,-8.67,-19.26,-20.41,-10.45,-2.96,393.52,1202830.38,609.63,10.04,0.05,152.6,7.31,-0.45,-0.65,-0.59,-0.73,-0.86,-0.87,-8.67,-7.02,-8.9,-10.46,-11.37,-13.42,0.05
258.81,-4.78,-11.1,-17.5,45.74,-36.57,-20.44,-10.37,-17.84,-17.32,-9.68,-4.12,406.27,1369962.88,614.41,10.31,0.05,160.54,7.71,-0.46,-0.65,-0.59,-0.73,-0.86,-0.87,-8.55,-6.93,-8.71,-10.39,-11.32,-13.38,0.05
261.27,-4.91,-10.6,-16.61,43.57,-36.95,-20.93,-11.59,-16.02,-14.83,-8.85,-4.13,426.73,1537373.5,642.65,10,0.05,152.78,8.18,-0.47,-0.65,-0.6,-0.73,-0.85,-0.87,-8.55,-6.87,-8.62,-10.4,-11.27,-13.31,0.04
263.27,-5.08,-10.73,-16.65,41.9,-36.45,-22.26,-13.17,-13.75,-11.3,-7.4,-3.94,446.19,1938575.63,662.27,9.78,0.05,146.96,8.58,-0.47,-0.65,-0.59,-0.74,-0.85,-0.87,-8.49,-6.8,-8.5,-10.29,-11.12,-13.15,0.05
263.11,-5.3,-10.7,-16.68,45.46,-35.51,-23.32,-12.41,-10.97,-8.41,-5.62,-3.55,441.18,1407482.25,667.53,9.78,0.05,143.88,8.51,-0.49,-0.66,-0.59,-0.75,-0.85,-0.87,-8.42,-6.82,-8.55,-10.37,-11.22,-13.2,0.04
258.32,-5.75,-10.99,-16.16,48.49,-33.52,-24.79,-12.17,-8.58,-6.31,-3.84,-2.86,434.1,1518364.63,674.23,9.57,0.04,137.45,8.13,-0.5,-0.67,-0.59,-0.76,-0.86,-0.87,-8.48,-6.92,-8.64,-10.45,-11.24,-13.21,0.05
257.73,-5.86,-10.92,-15.09,51.78,-31.87,-26.73,-13.79,-8.26,-5.73,-3.17,-2.36,445.8,1206472.75,675.73,9.52,0.04,132.95,7.93,-0.51,-0.67,-0.6,-0.76,-0.86,-0.87,-8.47,-6.89,-8.58,-10.48,-11.24,-13.2,0.05
255.7,-4.77,-10.01,-14.12,52.95,-30.81,-28.53,-15.64,-7.87,-4.21,-1.45,-0.71,462.88,1115273.38,711.73,9.1,0.04,125.13,7.74,-0.53,-0.68,-0.61,-0.77,-0.86,-0.87,-8.47,-6.87,-8.58,-10.54,-11.3,-13.29,0.05
250.62,-4.68,-9.95,-13.58,52.33,-29.44,-29.96,-18.12,-8.08,-2.96,-0.22,0.08,487.41,1431195,720.73,8.97,0.04,120.9,7.65,-0.54,-0.68,-0.62,-0.78,-0.86,-0.87,-8.56,-6.88,-8.48,-10.48,-11.25,-13.21,0.05
251.9,-3.97,-9.99,-12.49,52.81,-28.42,-30.7,-20.29,-7.82,-1.58,1.22,1.68,495.58,1345295.5,724.95,8.72,0.05,114.97,7.4,-0.56,-0.68,-0.63,-0.78,-0.85,-0.87,-8.49,-6.82,-8.42,-10.53,-11.31,-13.3,0.05
247.32,-3.11,-10.24,-11.32,51.67,-26.29,-32.96,-23.61,-7.93,-0.22,2.61,3.65,519.58,1449556.88,732.96,8.94,0.05,119.01,7.42,-0.57,-0.68,-0.64,-0.8,-0.86,-0.87,-8.5,-6.73,-8.3,-10.46,-11.21,-13.16,0.07
247.28,-2.55,-9.67,-10.91,52.35,-26.26,-34.08,-23.95,-8.22,0.15,3.32,3.71,514.95,1798639.25,729.19,8.52,0.05,107.44,7.32,-0.57,-0.68,-0.64,-0.8,-0.86,-0.87,-8.5,-6.68,-8.33,-10.44,-11.13,-13.04,0.05
252.87,-1.02,-9.72,-9.76,48.77,-20.52,-32.14,-23.1,-5.93,0.48,4.57,6.52,498.14,1491870,712.99,8.09,0.07,95.38,8.5,-0.56,-0.67,-0.63,-0.8,-0.86,-0.87,-8.02,-6.35,-8.04,-10.15,-10.8,-12.71,0.07
242.28,0.44,-7.95,-7.99,50.97,-17.96,-29.7,-19.12,-5.89,1.19,6.7,6.22,486.67,2021684.25,695.21,7.78,0.1,90.15,8.93,-0.55,-0.66,-0.65,-0.81,-0.87,-0.86,-7.7,-6.17,-7.79,-9.77,-10.39,-12.23,0.07
230.91,-0.73,-7.96,-6.6,58.07,-9.83,-28.31,-19.04,-6.21,-0.68,4.6,3.91,444.65,4056288.75,646,7,0.11,73.04,8.9,-0.56,-0.69,-0.67,-0.83,-0.88,-0.87,-7.6,-6.1,-7.86,-9.63,-10.14,-11.88,0.09
206.1,-1.54,-3.31,-1.44,50.77,-4.63,-25.99,-15.84,-3.2,1.34,3.87,0.3,455.46,6444120,656.76,5.27,0.14,41.17,8.83,-0.62,-0.74,-0.75,-0.86,-0.89,-0.87,-7.42,-6.19,-7.65,-9.38,-9.92,-11.63,0.13
156.36,-0.87,3.54,2.49,-21.02,23.14,0.49,0.3,-7.6,-0.78,-4.29,-1.27,1015.48,3510974.5,1035.51,1.81,0.09,6.85,26.84,-0.68,-0.75,-0.82,-0.82,-0.8,-0.75,-6.87,-5.77,-6.5,-6.87,-7.29,-10.74,0.03
157.94,0.33,4.19,2.48,-20.96,23.24,-0.12,-0.1,-8.26,-0.83,-4.58,-1.06,996.96,3574428.5,1033.59,1.8,0.1,6.74,28.58,-0.69,-0.74,-0.81,-0.81,-0.8,-0.74,-6.76,-5.61,-6.43,-6.78,-7.19,-10.65,0.03
157.82,1.71,5.9,3.76,-21.84,23.53,-0.87,-0.57,-9.16,-1.59,-5.62,-1.72,982.16,3189206.75,1006.32,1.78,0.1,6.62,29.96,-0.69,-0.73,-0.81,-0.81,-0.8,-0.74,-6.68,-5.52,-6.4,-6.72,-7.13,-10.63,0.03
158.37,1.32,6.2,4.28,-22.79,22.81,-2.17,-0.83,-9.38,-1.14,-4.82,-1.74,984.84,3661044.5,1017.32,1.77,0.09,6.47,30,-0.7,-0.73,-0.81,-0.81,-0.79,-0.74,-6.7,-5.51,-6.36,-6.72,-7.12,-10.61,0.03
160.39,1.73,6.2,5.08,-23.2,22.7,-2.58,-1.21,-10.14,-1.45,-5.46,-2.01,946.26,3636511.25,1006.32,1.78,0.09,6.48,29.02,-0.7,-0.72,-0.81,-0.81,-0.79,-0.74,-6.77,-5.54,-6.41,-6.77,-7.2,-10.69,0.03
161.64,2.19,6.25,5.67,-23.67,21.89,-3.06,-0.98,-10.66,-1.88,-6.48,-1.57,944.7,3462621.75,1021.15,1.77,0.09,6.45,27.71,-0.69,-0.73,-0.81,-0.8,-0.79,-0.73,-6.87,-5.58,-6.49,-6.85,-7.29,-10.84,0.03
163.35,1.94,6.15,5.91,-22.9,22.58,-1.58,0.07,-9.39,-0.75,-6.89,-2.11,955.02,3605496.25,980.96,1.78,0.09,6.37,26.93,-0.7,-0.73,-0.81,-0.8,-0.79,-0.74,-6.82,-5.65,-6.51,-6.92,-7.35,-10.87,0.03
165.14,2.13,6.77,6.64,-24.2,21.46,-1.13,-0.09,-8.78,-0.09,-6.49,-1.51,945.3,3214371.5,1002.49,1.85,0.09,7.26,26.78,-0.7,-0.73,-0.8,-0.8,-0.78,-0.74,-6.78,-5.65,-6.52,-6.92,-7.39,-10.98,0.03
169.77,1.88,6.97,7.12,-24.88,20.06,-2.15,-0.9,-8.95,-0.11,-6.02,-1.15,895.07,3158119.75,971.87,1.91,0.08,7.67,25.62,-0.71,-0.74,-0.8,-0.8,-0.79,-0.74,-6.78,-5.64,-6.59,-6.97,-7.5,-11.12,0.03
174.7,2.12,6.98,7.31,-26.06,21.34,-1.61,-0.91,-9.35,-0.38,-5.74,-0.74,855.64,2819939.25,928.32,2.05,0.08,9.45,24.36,-0.71,-0.74,-0.8,-0.8,-0.79,-0.74,-6.81,-5.65,-6.65,-7.04,-7.6,-11.35,0.03
176.27,2.19,6.66,7.39,-27.03,21.61,-2.05,-0.57,-8.77,-0.69,-6.4,0.06,894.94,3425691.5,980.48,1.99,0.08,8.88,23.16,-0.71,-0.75,-0.8,-0.8,-0.79,-0.74,-6.86,-5.68,-6.7,-7.04,-7.63,-11.35,0.03
173.04,1.47,6.17,6.97,-27.08,19.33,-1.61,-0.4,-8.35,0.13,-5.58,0.52,911.2,2816745.5,1007.28,1.96,0.08,8.57,22.91,-0.7,-0.74,-0.79,-0.8,-0.79,-0.74,-6.92,-5.73,-6.7,-7.02,-7.61,-11.32,0.03
171,1.09,5.66,6.68,-26.13,19.67,-0.35,0,-8.95,-0.79,-5.91,0.65,951.79,3702752.25,1095.32,1.91,0.09,7.87,24.18,-0.69,-0.75,-0.79,-0.8,-0.79,-0.74,-6.87,-5.64,-6.71,-6.95,-7.54,-11.15,0.03
169.21,0.31,4.23,5.8,-25.95,18.28,-1.16,0.04,-8.24,-0.3,-4.92,1.13,947.87,3509565.25,1101.06,1.9,0.08,7.65,23.38,-0.69,-0.76,-0.79,-0.8,-0.79,-0.74,-6.94,-5.71,-6.71,-7.04,-7.59,-11.18,0.03
168.82,0.1,3.56,4.86,-24.69,17.49,-1.18,-0.72,-8.85,-0.96,-4.21,1.1,950.48,3800798.25,1100.11,1.93,0.08,8.03,23.56,-0.68,-0.76,-0.78,-0.79,-0.79,-0.75,-6.96,-5.67,-6.71,-7.04,-7.58,-11.09,0.03
167.43,0.42,3.84,4.2,-23.69,16.66,-1.58,-1.44,-9.79,-1.22,-4.24,0.87,933.41,3213292,1074.27,1.99,0.09,8.34,24.67,-0.69,-0.76,-0.78,-0.79,-0.79,-0.75,-6.88,-5.61,-6.66,-7.03,-7.55,-11.02,0.03
166.13,0.21,3.54,3.95,-23.12,16.67,-2.24,-2.78,-10.4,-1.57,-3.88,0.81,933.57,3453335.5,1065.65,2.02,0.09,8.57,24.93,-0.69,-0.76,-0.78,-0.79,-0.79,-0.75,-6.92,-5.61,-6.66,-7.03,-7.51,-10.93,0.02
165.24,0.25,3.27,3.37,-21.13,15.56,-2.84,-4.08,-11.39,-2.95,-4.57,0.63,906.08,3784944,1019.24,2.03,0.09,8.4,25.11,-0.69,-0.75,-0.77,-0.79,-0.79,-0.76,-6.9,-5.56,-6.68,-7.06,-7.49,-10.81,0.03
162.67,0.45,3.23,3.17,-19.83,14.45,-3.23,-5.36,-11.88,-3.37,-5.05,0.59,897.27,3140438,1009.19,2,0.09,7.87,25.49,-0.68,-0.74,-0.78,-0.78,-0.79,-0.76,-6.95,-5.53,-6.64,-7.07,-7.49,-10.76,0.03
157.3,1.18,2.99,3.32,-18.19,12.97,-2.7,-5.65,-12.38,-3.14,-5.08,1.12,931.08,3625493.75,1047.47,2.03,0.09,7.87,26.89,-0.69,-0.73,-0.77,-0.78,-0.79,-0.76,-6.9,-5.54,-6.56,-7.01,-7.38,-10.53,0.03
151.81,1.42,2.88,3.38,-16.23,10.3,-3.63,-6.31,-12.24,-2.89,-4.79,1.13,938.79,3870426.75,1057.04,1.98,0.09,6.92,27.2,-0.69,-0.73,-0.77,-0.78,-0.79,-0.76,-6.92,-5.51,-6.47,-6.97,-7.32,-10.33,0.03
153.51,1.7,2.55,3.05,-14.02,10.49,-4.81,-7.2,-12.51,-3.15,-3.96,0.6,900.27,3845218.5,1006.32,2.06,0.09,7.66,27.91,-0.69,-0.72,-0.77,-0.78,-0.79,-0.76,-6.87,-5.45,-6.37,-6.97,-7.3,-10.3,0.03
157.18,2.32,2.59,3.44,-15.04,10.94,-4.62,-6.96,-12.32,-3.85,-4.9,-0.57,847.53,4111861.25,962.77,2,0.1,7,28.16,-0.69,-0.7,-0.78,-0.78,-0.78,-0.76,-6.8,-5.45,-6.35,-6.95,-7.32,-10.31,0.03
158.9,3.2,2.72,3.96,-15.72,11.33,-5.2,-7.03,-11.26,-4.13,-5.65,-1.17,821.42,3960192.25,914.44,2.09,0.09,7.83,27.02,-0.7,-0.69,-0.78,-0.78,-0.78,-0.76,-6.86,-5.52,-6.4,-7.03,-7.41,-10.44,0.03
162.87,3.62,2.78,3.92,-14.02,12.01,-5.31,-7.62,-11.49,-3.19,-5.58,-1.05,787.56,3931738.75,836.45,2.18,0.09,8.69,26.36,-0.7,-0.69,-0.77,-0.78,-0.78,-0.76,-6.85,-5.51,-6.42,-7.04,-7.46,-10.56,0.03
161.57,2.73,2.98,4.56,-14.7,12.22,-5.54,-6.42,-10.35,-2.72,-6.98,-2.71,781.92,3411927.75,836.92,2.18,0.08,8.7,25.31,-0.7,-0.68,-0.78,-0.78,-0.78,-0.75,-6.9,-5.65,-6.44,-7.14,-7.55,-10.72,0.03
163.9,1.51,2.01,4.13,-14.49,14.12,-5.19,-6.2,-10.42,-3.51,-7.53,-3.23,749.58,3607162,832.14,2.12,0.08,8.11,24.47,-0.69,-0.68,-0.78,-0.78,-0.78,-0.75,-6.89,-5.67,-6.51,-7.2,-7.59,-10.82,0.03
167.24,1.03,2,3.53,-14.21,15.37,-4.92,-5.26,-9.54,-3.49,-7.26,-2.57,740.35,3706970.75,798.16,2.17,0.08,8.75,22.87,-0.68,-0.69,-0.78,-0.78,-0.79,-0.75,-6.93,-5.74,-6.57,-7.3,-7.67,-10.96,0.03
172.51,0.6,1.82,3.29,-16,17.26,-5.94,-4.04,-9.03,-3.91,-7.16,-2.43,730.77,3666429.75,778.07,2.17,0.08,9.05,22.49,-0.67,-0.7,-0.78,-0.79,-0.79,-0.75,-6.93,-5.77,-6.57,-7.24,-7.71,-11.12,0.03
176.95,-0.02,0.73,2.24,-17.01,19.76,-7.45,-2.38,-7.71,-3.38,-6.23,-2.57,697.85,3038258.5,759.4,2.14,0.09,8.78,21.84,-0.66,-0.71,-0.78,-0.79,-0.79,-0.74,-6.86,-5.74,-6.58,-7.26,-7.71,-11.28,0.03
179.48,-0.26,0.13,2.06,-16.95,23.81,-7.97,-1.34,-6.49,-3.25,-6.21,-2.46,723.07,3651475.5,730.69,2.06,0.08,8.45,20.96,-0.65,-0.72,-0.79,-0.8,-0.79,-0.74,-6.92,-5.83,-6.61,-7.3,-7.76,-11.36,0.03
178.11,-1.09,-0.4,2.21,-18.3,26.24,-7.68,1.2,-5.4,-2.47,-6.58,-3.03,778.74,3316986.25,777.11,1.99,0.08,8.1,19.73,-0.65,-0.74,-0.8,-0.81,-0.79,-0.73,-7.03,-6,-6.78,-7.4,-7.87,-11.6,0.03
172.16,-1.87,-1.11,1.34,-18.03,26.46,-5.78,0.9,-4.57,-1.91,-5.39,-2.52,858.32,3099189,889.56,1.92,0.07,7.67,16.42,-0.65,-0.76,-0.8,-0.81,-0.8,-0.73,-7.3,-6.32,-7.09,-7.67,-8.11,-11.84,0.03
166.32,-3.37,-0.67,1.08,-17.33,26.77,-4.95,1.71,-4.5,-1.03,-5.1,-2.13,938.05,3227703.5,1008.23,1.9,0.07,7.8,17.69,-0.65,-0.77,-0.8,-0.81,-0.79,-0.73,-7.28,-6.3,-7.08,-7.64,-8.02,-11.72,0.03
161.45,-4.89,-0.55,1.33,-17.58,27.61,-4.41,2.14,-4.18,-0.06,-3.6,-0.8,1052.16,3230959.75,1123.08,1.87,0.07,7.86,18.76,-0.65,-0.78,-0.8,-0.81,-0.79,-0.73,-7.29,-6.32,-7.04,-7.61,-7.97,-11.61,0.03
157.88,-5.3,-0.23,1.03,-17.89,28.7,-3.8,2.68,-3.67,0.26,-3.2,0.53,1148.48,3790738.5,1248.45,1.76,0.07,6.76,19.53,-0.65,-0.79,-0.81,-0.81,-0.78,-0.73,-7.22,-6.3,-7,-7.54,-7.88,-11.43,0.03
154.6,-5.25,-0.34,0.57,-17.47,29.36,-3.26,2.95,-3.35,0.76,-2.44,2.3,1202.81,3677600,1342.71,1.73,0.07,6.76,20.29,-0.66,-0.79,-0.81,-0.81,-0.78,-0.73,-7.13,-6.25,-6.97,-7.49,-7.81,-11.3,0.03
148.71,-4.96,0.5,0.98,-18.02,28.75,-2.89,3.62,-3.35,1.97,-1.42,3.11,1325.13,3549903.75,1498.23,1.62,0.07,5.97,21.2,-0.66,-0.8,-0.8,-0.81,-0.78,-0.73,-7.14,-6.25,-6.96,-7.49,-7.73,-11.15,0.03
142.72,-5.02,0.51,1.28,-17.01,28.18,-3.47,2.65,-4.45,2.66,-1.43,2.55,1386.08,4489575.5,1576.23,1.49,0.08,4.72,22.62,-0.66,-0.8,-0.8,-0.8,-0.77,-0.73,-7.06,-6.15,-6.85,-7.43,-7.61,-10.85,0.03
135.72,-4.5,1.96,1.66,-15.83,28.75,-3.99,2.49,-6.08,3.52,-1.35,3.13,1430.52,3864127,1600.63,1.46,0.08,4.29,24.31,-0.67,-0.79,-0.79,-0.8,-0.76,-0.72,-6.94,-6.04,-6.82,-7.34,-7.47,-10.63,0.02
130.56,-4.07,2.9,2.52,-15.33,26.25,-3.27,1.74,-8.34,2.88,-1.15,3.43,1471.49,3949227.75,1647.53,1.49,0.08,4.45,24.56,-0.68,-0.78,-0.79,-0.8,-0.76,-0.73,-6.96,-6.01,-6.81,-7.27,-7.4,-10.45,0.03
126.92,-4.6,3.43,3.67,-16.23,24.77,-2.31,0.57,-9.61,2.69,-0.59,3.38,1525.99,4126798.25,1747.06,1.5,0.08,4.59,24.73,-0.69,-0.77,-0.78,-0.79,-0.75,-0.73,-7,-6.03,-6.85,-7.26,-7.38,-10.36,0.02
127,-3.87,3.68,4.37,-16.83,23.27,-1.86,-0.86,-10.97,2.24,-1.14,3.4,1518.03,3816901,1787.73,1.51,0.07,4.6,23.38,-0.7,-0.76,-0.77,-0.79,-0.75,-0.73,-7.09,-6.09,-6.97,-7.31,-7.46,-10.4,0.02
130.63,-3.5,4.64,5.67,-17.43,23.18,-3.74,-2.25,-12.77,1.3,-1.66,2.54,1453.78,3880443.75,1728.88,1.54,0.07,4.8,23.76,-0.7,-0.75,-0.76,-0.78,-0.75,-0.73,-7.06,-5.97,-6.97,-7.32,-7.46,-10.4,0.02
132.67,-2.34,3.94,6.16,-18.3,22.1,-4.16,-2.21,-13.44,1.31,-2.5,2.38,1430.7,4119851.5,1707.34,1.55,0.09,4.82,27.47,-0.7,-0.73,-0.75,-0.77,-0.73,-0.73,-6.87,-5.8,-6.76,-7.11,-7.3,-10.23,0.03
132.21,-2.29,4.08,6.13,-18.59,21.17,-3.88,-2.52,-14.56,0.63,-2.37,2.06,1434.92,3949019,1738.93,1.56,0.08,4.66,26.4,-0.7,-0.73,-0.75,-0.77,-0.73,-0.72,-6.91,-5.76,-6.81,-7.15,-7.38,-10.3,0.02
130.61,-2.01,4.54,6.25,-19.1,19.56,-4.02,-2.11,-14.95,1.18,-1.41,1.45,1440.24,3755599.25,1789.17,1.56,0.08,4.69,26.8,-0.7,-0.72,-0.74,-0.76,-0.72,-0.72,-6.92,-5.82,-6.82,-7.15,-7.41,-10.33,0.03
130.14,-2.63,4.3,6.71,-18.15,20.7,-4.36,-3.03,-15.29,0.93,-0.39,1.49,1451.93,4136716,1801.61,1.6,0.08,4.99,25.93,-0.71,-0.72,-0.73,-0.76,-0.71,-0.72,-6.9,-5.81,-6.9,-7.23,-7.47,-10.39,0.03
130.47,-3.33,4.32,6.53,-18.49,19.21,-4.04,-2.72,-15.44,0.16,0.19,0.91,1430.99,4094683,1777.21,1.6,0.08,4.73,25.82,-0.7,-0.7,-0.73,-0.75,-0.7,-0.71,-6.93,-5.86,-6.89,-7.22,-7.54,-10.41,0.03
127.94,-3.72,3.99,6.2,-19.44,18.42,-4.35,-2.89,-15.87,-0.35,0.81,1.53,1472.39,4196640.5,1841.81,1.64,0.08,5.1,25.47,-0.71,-0.7,-0.72,-0.74,-0.7,-0.71,-7.03,-5.92,-6.95,-7.32,-7.61,-10.46,0.03
125.45,-4.96,3.78,5.94,-21.01,18.12,-3.57,-2.6,-16.68,-1.02,0.57,2.1,1534.2,4290962,1988.71,1.59,0.08,4.72,25.67,-0.7,-0.69,-0.72,-0.73,-0.68,-0.71,-7.06,-5.98,-6.97,-7.38,-7.69,-10.51,0.02
123.43,-5.03,3.08,4.09,-22.58,17.64,-3.23,-2.42,-17.41,0.33,1.86,3.77,1612.14,3835218.75,2099.25,1.61,0.08,5,24.6,-0.7,-0.71,-0.71,-0.72,-0.67,-0.7,-7.15,-6.03,-7.06,-7.44,-7.79,-10.65,0.03
123.13,-4.76,2.79,3.31,-22.91,17.1,-3.32,-0.64,-16,1.5,2.11,4.2,1655.53,4112375.75,2168.15,1.62,0.08,5.21,23.89,-0.71,-0.72,-0.72,-0.71,-0.67,-0.7,-7.14,-6.1,-7.03,-7.54,-7.85,-10.71,0.03
117.8,-5.49,2.37,2.41,-22.63,16.13,-3.36,-0.32,-15.8,0.32,1.89,4.62,1752.72,3660135.5,2308.36,1.6,0.08,5.17,24.89,-0.71,-0.72,-0.72,-0.71,-0.67,-0.7,-7.11,-6.1,-7.02,-7.51,-7.75,-10.6,0.03
114.77,-6.96,1.31,1.94,-22.15,15.42,-3.32,-1.33,-16.01,-0.35,2.33,5.44,1792.59,4199767.5,2317.45,1.57,0.08,4.74,24.36,-0.71,-0.73,-0.72,-0.71,-0.68,-0.7,-7.19,-6.12,-7.02,-7.53,-7.76,-10.56,0.02
113.85,-7.37,1.38,2.14,-21.77,15.96,-2.83,-0.91,-15.6,0,3.13,5.67,1798.08,4250505.5,2293.05,1.59,0.08,4.93,25.62,-0.7,-0.74,-0.72,-0.71,-0.68,-0.71,-7.19,-6.07,-7.01,-7.49,-7.68,-10.49,0.02
115.82,-7.05,0.69,2.07,-23.5,16.18,-3.81,-1.99,-15.64,-0.68,2.38,6.05,1772.21,4096890.75,2294.48,1.61,0.08,5.08,25.58,-0.7,-0.73,-0.72,-0.71,-0.68,-0.71,-7.19,-6.03,-6.94,-7.46,-7.63,-10.45,0.02
119.35,-7.44,-0.18,2.32,-24.25,17.28,-3.08,-2.28,-15.12,-1.1,2.24,5.76,1740.87,4342079,2228.93,1.59,0.08,5.02,25.29,-0.69,-0.74,-0.73,-0.71,-0.69,-0.72,-7.26,-6.05,-6.93,-7.47,-7.64,-10.45,0.02
122.18,-6.33,0.2,2.43,-25.98,15.45,-2.66,-2.7,-14.36,-0.6,1.08,5.98,1680.93,4263513.5,2206.44,1.61,0.08,5.19,25.27,-0.69,-0.74,-0.73,-0.72,-0.7,-0.73,-7.26,-6,-6.89,-7.44,-7.6,-10.48,0.03
125.63,-4.83,0.04,2.85,-25.84,16.9,-1.8,-2.75,-13.64,-0.26,0.59,6.61,1674.12,3786149,2126.52,1.65,0.08,5.61,24.87,-0.7,-0.75,-0.74,-0.72,-0.71,-0.73,-7.28,-6.01,-6.91,-7.44,-7.58,-10.54,0.02
128.75,-3.84,-0.19,3.21,-26.16,16.43,-2.12,-3.24,-14.01,-0.3,0.56,6.3,1611.83,4021302.75,2060.01,1.69,0.08,5.87,24.67,-0.7,-0.75,-0.74,-0.73,-0.72,-0.74,-7.24,-5.94,-6.88,-7.37,-7.54,-10.49,0.03
131.67,-3.12,-0.4,3.53,-25.72,15.5,-1.77,-3.71,-13.2,-0.27,0.64,6.11,1551.63,4184347.5,1974.83,1.67,0.08,5.55,24.89,-0.7,-0.74,-0.75,-0.74,-0.73,-0.75,-7.26,-5.93,-6.84,-7.31,-7.45,-10.43,0.02
133.01,-2.62,0.59,4.95,-26.2,14.84,-1.57,-4.26,-13.25,-1.51,-0.25,5.12,1488.46,3985956.25,1917.41,1.75,0.08,6.11,26.16,-0.7,-0.73,-0.75,-0.74,-0.74,-0.75,-7.19,-5.86,-6.77,-7.26,-7.35,-10.36,0.03
134.18,-2.79,0.94,5.23,-25.58,13.91,-1.49,-5.75,-14.56,-1.51,-0.04,4.38,1431.68,4041088,1859.51,1.76,0.09,5.97,26.78,-0.7,-0.72,-0.75,-0.74,-0.74,-0.75,-7.12,-5.8,-6.66,-7.14,-7.3,-10.27,0.03
138.43,-2.05,1.84,5.9,-25.55,15.08,-1.29,-6.25,-14.68,-0.71,0.22,3.85,1394.56,3765983.75,1784.86,1.81,0.09,6.5,26.13,-0.7,-0.71,-0.75,-0.74,-0.73,-0.75,-7.07,-5.8,-6.65,-7.16,-7.33,-10.36,0.03
140.68,-1.44,3.25,5.83,-26.17,14.54,-1.28,-5.88,-14.78,-0.73,0.58,4.61,1348.8,4103738,1769.07,1.79,0.09,6.26,25.98,-0.71,-0.71,-0.74,-0.74,-0.73,-0.75,-7.04,-5.75,-6.66,-7.15,-7.36,-10.37,0.02
140.43,-0.95,4.27,5.76,-25.59,15.89,-0.54,-5.77,-15.1,-1.28,0.68,4.83,1352.16,3512450.25,1797.78,1.82,0.09,6.6,25.98,-0.71,-0.7,-0.75,-0.74,-0.73,-0.74,-7,-5.78,-6.7,-7.17,-7.37,-10.48,0.02
