lowlevel.spectral_flux.mean,lowlevel.spectral_kurtosis.mean,lowlevel.spectral_rms.mean,lowlevel.spectral_rolloff.mean,lowlevel.spectral_skewness.mean,lowlevel.spectral_spread.mean,lowlevel.spectral_decrease.mean,lowlevel.spectral_centroid.mean,lowlevel.spectral_complexity.mean,lowlevel.spectral_contrast_coeffs.mean.0,lowlevel.spectral_contrast_coeffs.mean.1,lowlevel.spectral_contrast_coeffs.mean.2,lowlevel.spectral_contrast_coeffs.mean.3,lowlevel.spectral_contrast_coeffs.mean.4,lowlevel.spectral_contrast_coeffs.mean.5,lowlevel.spectral_contrast_valleys.mean.0,lowlevel.spectral_contrast_valleys.mean.1,lowlevel.spectral_contrast_valleys.mean.2,lowlevel.spectral_contrast_valleys.mean.3,lowlevel.spectral_contrast_valleys.mean.4,lowlevel.spectral_contrast_valleys.mean.5,lowlevel.dissonance.mean
0.04,4.04,0.00,1311.13,1.45,4336198.00,0.00,1294.78,10.02,-0.67,-0.79,-0.78,-0.78,-0.81,-0.76,-9.28,-7.96,-8.85,-9.20,-9.24,-12.44,0.46
0.04,4.61,0.00,1325.97,1.49,3987296.75,0.00,1277.15,10.56,-0.67,-0.78,-0.78,-0.78,-0.81,-0.75,-9.16,-7.89,-8.78,-9.08,-9.15,-12.42,0.46
0.04,4.66,0.00,1296.30,1.51,4227153.00,0.00,1278.14,11.13,-0.67,-0.78,-0.78,-0.78,-0.81,-0.75,-8.99,-7.72,-8.61,-8.94,-8.99,-12.26,0.46
0.04,4.29,0.00,1315.44,1.49,4019097.00,0.00,1242.20,11.36,-0.67,-0.78,-0.78,-0.78,-0.81,-0.75,-8.80,-7.57,-8.50,-8.82,-8.92,-12.20,0.45
0.04,5.08,0.00,1274.29,1.58,4204415.00,0.00,1200.81,11.53,-0.66,-0.78,-0.78,-0.78,-0.81,-0.75,-8.73,-7.49,-8.36,-8.70,-8.82,-12.10,0.46
0.04,4.89,0.00,1306.83,1.58,3615137.00,0.00,1200.47,11.29,-0.66,-0.78,-0.78,-0.78,-0.81,-0.75,-8.73,-7.40,-8.31,-8.65,-8.76,-12.10,0.46
0.04,4.60,0.00,1275.72,1.55,4374410.50,0.00,1157.61,11.31,-0.66,-0.77,-0.79,-0.78,-0.81,-0.75,-8.66,-7.29,-8.17,-8.54,-8.69,-11.96,0.45
0.04,4.76,0.00,1229.79,1.58,3993481.50,0.00,1151.24,9.64,-0.67,-0.78,-0.79,-0.79,-0.81,-0.75,-8.77,-7.55,-8.40,-8.77,-8.95,-12.23,0.46
0.03,5.66,0.00,1213.52,1.65,3808151.50,0.00,1165.94,7.56,-0.67,-0.79,-0.80,-0.79,-0.81,-0.76,-9.01,-7.74,-8.59,-9.00,-9.12,-12.50,0.45
0.03,4.54,0.00,1238.88,1.52,4115734.75,0.00,1203.92,6.22,-0.67,-0.79,-0.81,-0.79,-0.81,-0.76,-9.07,-7.86,-8.73,-9.09,-9.22,-12.58,0.45
0.03,5.27,0.00,1269.98,1.56,3541439.75,0.00,1231.29,7.44,-0.67,-0.79,-0.80,-0.79,-0.81,-0.75,-8.79,-7.57,-8.48,-8.81,-8.93,-12.33,0.45
0.03,5.35,0.00,1318.31,1.57,3505412.25,0.00,1269.35,7.42,-0.67,-0.79,-0.80,-0.79,-0.81,-0.75,-8.82,-7.50,-8.41,-8.75,-8.85,-12.24,0.45
0.05,5.68,0.00,1244.62,1.65,4299340.50,0.00,1209.07,10.47,-0.65,-0.78,-0.79,-0.78,-0.80,-0.75,-8.19,-6.94,-7.83,-8.25,-8.41,-11.68,0.45
0.05,7.33,0.00,1207.77,1.82,4104332.75,0.00,1142.70,10.09,-0.66,-0.77,-0.79,-0.79,-0.81,-0.75,-8.10,-6.90,-7.84,-8.33,-8.51,-11.80,0.45
0.07,8.63,0.00,1156.57,1.97,4071125.75,0.00,1133.95,14.62,-0.63,-0.76,-0.78,-0.78,-0.80,-0.75,-7.64,-6.45,-7.39,-7.95,-8.17,-11.42,0.45
0.08,10.93,0.00,1090.54,2.22,3730474.75,0.00,1042.98,14.82,-0.64,-0.75,-0.77,-0.78,-0.80,-0.75,-7.26,-6.30,-7.37,-7.97,-8.19,-11.42,0.44
0.07,10.94,0.00,973.30,2.30,3309201.50,0.00,964.20,12.84,-0.66,-0.75,-0.77,-0.79,-0.80,-0.75,-7.25,-6.49,-7.57,-8.21,-8.40,-11.68,0.43
0.08,15.00,0.00,912.53,2.63,3596014.25,0.00,868.15,11.42,-0.66,-0.75,-0.76,-0.79,-0.81,-0.76,-7.12,-6.45,-7.55,-8.23,-8.53,-11.72,0.42
0.07,20.38,0.00,812.52,3.08,2562230.25,0.00,771.68,10.07,-0.66,-0.76,-0.75,-0.80,-0.82,-0.77,-7.09,-6.45,-7.71,-8.50,-8.88,-12.11,0.41
0.08,25.25,0.00,726.87,3.38,3178042.25,0.00,696.46,9.64,-0.65,-0.76,-0.75,-0.80,-0.82,-0.78,-7.05,-6.39,-7.73,-8.57,-9.05,-12.15,0.40
0.08,31.01,0.00,633.08,3.85,3048222.50,0.00,588.85,9.40,-0.66,-0.74,-0.75,-0.81,-0.83,-0.79,-6.95,-6.46,-7.75,-8.74,-9.25,-12.32,0.39
0.08,31.05,0.00,517.28,4.01,2742812.75,0.00,476.64,9.40,-0.66,-0.74,-0.75,-0.81,-0.83,-0.80,-6.85,-6.45,-7.83,-8.88,-9.45,-12.48,0.38
0.08,33.22,0.01,403.39,4.26,2866146.25,0.00,388.08,9.11,-0.67,-0.74,-0.75,-0.82,-0.84,-0.81,-6.74,-6.49,-7.93,-9.03,-9.62,-12.55,0.37
0.07,34.40,0.00,374.68,4.37,2845630.25,0.00,356.98,8.58,-0.68,-0.75,-0.76,-0.82,-0.84,-0.81,-6.75,-6.62,-8.09,-9.21,-9.77,-12.61,0.38
0.07,35.37,0.00,341.66,4.44,3187015.50,0.00,360.72,7.87,-0.69,-0.77,-0.76,-0.82,-0.85,-0.82,-6.88,-6.82,-8.32,-9.40,-9.96,-12.69,0.38
0.06,33.74,0.00,321.08,4.38,2737595.75,0.00,343.96,6.87,-0.71,-0.77,-0.76,-0.83,-0.85,-0.83,-7.05,-7.10,-8.62,-9.66,-10.20,-12.90,0.38
0.05,33.54,0.00,293.81,4.37,3026603.50,0.00,360.81,6.36,-0.72,-0.78,-0.76,-0.83,-0.85,-0.83,-7.16,-7.29,-8.75,-9.75,-10.34,-12.93,0.38
0.05,34.28,0.00,273.23,4.41,3475114.75,0.00,363.69,5.49,-0.73,-0.79,-0.77,-0.84,-0.86,-0.84,-7.30,-7.50,-8.90,-9.94,-10.51,-13.01,0.38
0.04,30.53,0.00,224.90,4.17,3774236.75,0.00,349.68,4.62,-0.75,-0.80,-0.79,-0.84,-0.87,-0.85,-7.45,-7.73,-9.17,-10.14,-10.62,-13.01,0.38
0.04,24.57,0.00,189.70,3.85,4237409.50,0.00,340.88,4.29,-0.76,-0.80,-0.79,-0.85,-0.87,-0.85,-7.41,-7.75,-9.19,-10.05,-10.47,-12.79,0.39
0.07,19.30,0.01,155.27,3.55,4556099.50,0.00,340.32,6.13,-0.75,-0.78,-0.78,-0.84,-0.86,-0.84,-6.77,-7.20,-8.62,-9.43,-9.82,-12.07,0.40
0.12,17.26,0.01,126.67,3.40,4898828.50,0.00,340.14,7.59,-0.74,-0.78,-0.77,-0.84,-0.85,-0.84,-6.29,-6.76,-8.17,-8.96,-9.32,-11.51,0.40
0.12,15.08,0.01,123.46,3.24,5277818.00,0.00,340.92,7.17,-0.74,-0.79,-0.78,-0.84,-0.86,-0.84,-6.35,-6.80,-8.23,-8.97,-9.33,-11.46,0.40
0.14,13.75,0.01,119.26,3.10,5867906.00,0.00,352.86,8.08,-0.73,-0.79,-0.78,-0.84,-0.86,-0.84,-6.17,-6.58,-7.93,-8.63,-8.95,-11.04,0.40
0.17,12.45,0.01,107.67,2.98,6457894.50,0.00,362.47,8.73,-0.73,-0.79,-0.78,-0.83,-0.86,-0.84,-5.99,-6.41,-7.76,-8.42,-8.75,-10.77,0.40
0.27,10.61,0.02,71.78,2.79,7281933.50,0.00,379.00,10.39,-0.73,-0.79,-0.79,-0.83,-0.85,-0.84,-5.67,-6.09,-7.38,-8.01,-8.35,-10.28,0.41
0.30,8.93,0.02,76.90,2.60,8263338.50,0.00,409.29,11.21,-0.75,-0.79,-0.80,-0.84,-0.86,-0.84,-5.76,-6.16,-7.43,-8.04,-8.34,-10.21,0.41
0.46,7.79,0.02,90.44,2.45,9874703.00,0.00,444.05,12.90,-0.74,-0.78,-0.80,-0.84,-0.86,-0.84,-5.59,-6.07,-7.19,-7.79,-8.03,-9.85,0.40
0.11,4.70,0.00,2361.47,1.64,8386760.00,0.00,2036.82,27.50,-0.74,-0.79,-0.76,-0.77,-0.80,-0.76,-7.41,-6.83,-7.20,-7.75,-7.29,-10.12,0.40
0.03,16.43,0.00,805.82,2.73,3055787.75,0.00,542.76,6.04,-0.47,-0.62,-0.66,-0.73,-0.81,-0.79,-9.88,-8.77,-9.24,-9.64,-9.77,-13.34,0.36
0.03,17.76,0.00,846.02,2.81,2909081.25,0.00,558.75,6.49,-0.46,-0.60,-0.65,-0.73,-0.80,-0.78,-9.68,-8.52,-9.02,-9.36,-9.55,-13.25,0.37
0.04,16.93,0.00,893.39,2.73,2416188.00,0.00,551.79,7.49,-0.45,-0.60,-0.63,-0.72,-0.80,-0.77,-9.46,-8.21,-8.78,-9.15,-9.30,-13.12,0.36
0.04,17.19,0.00,934.06,2.74,2788264.50,0.00,597.72,8.87,-0.43,-0.59,-0.62,-0.71,-0.79,-0.77,-9.33,-7.96,-8.56,-8.90,-9.04,-12.86,0.37
0.05,17.50,0.00,946.98,2.76,2945073.00,0.00,604.44,10.24,-0.42,-0.58,-0.60,-0.70,-0.78,-0.76,-9.20,-7.69,-8.36,-8.70,-8.82,-12.61,0.37
0.04,13.80,0.00,934.06,2.48,2766591.00,0.00,606.25,8.24,-0.44,-0.60,-0.62,-0.72,-0.79,-0.77,-9.70,-7.99,-8.76,-9.10,-9.23,-13.06,0.37
0.04,17.76,0.00,951.29,2.79,2618622.50,0.00,620.23,9.09,-0.45,-0.60,-0.62,-0.71,-0.78,-0.77,-9.61,-7.89,-8.65,-9.05,-9.15,-12.97,0.37
0.04,17.89,0.00,1011.10,2.77,2900274.75,0.00,650.86,10.04,-0.44,-0.60,-0.61,-0.71,-0.78,-0.77,-9.58,-7.69,-8.57,-8.93,-9.03,-12.80,0.38
0.05,12.93,0.00,1095.32,2.38,2970915.75,0.00,680.50,11.24,-0.44,-0.61,-0.60,-0.70,-0.77,-0.77,-9.49,-7.42,-8.41,-8.77,-8.94,-12.71,0.38
0.05,17.98,0.00,1094.37,2.77,2548260.75,0.00,670.90,12.22,-0.44,-0.61,-0.59,-0.70,-0.76,-0.76,-9.36,-7.18,-8.29,-8.69,-8.87,-12.65,0.38
0.05,16.97,0.00,1089.58,2.67,2831909.50,0.00,684.85,13.18,-0.44,-0.61,-0.59,-0.70,-0.76,-0.76,-9.28,-7.03,-8.11,-8.58,-8.73,-12.52,0.38
0.06,15.80,0.01,1113.98,2.57,2634278.25,0.00,718.77,14.82,-0.44,-0.59,-0.59,-0.69,-0.75,-0.75,-9.20,-6.91,-7.88,-8.41,-8.58,-12.42,0.39
0.06,14.97,0.01,1138.87,2.49,2620213.75,0.00,736.71,15.80,-0.44,-0.58,-0.59,-0.68,-0.74,-0.75,-9.08,-6.88,-7.76,-8.33,-8.51,-12.32,0.39
0.06,15.23,0.01,1176.67,2.49,2544020.25,0.00,778.53,15.80,-0.44,-0.58,-0.60,-0.68,-0.74,-0.75,-9.19,-6.97,-7.75,-8.36,-8.53,-12.36,0.40
0.05,15.66,0.01,1164.71,2.52,2138902.75,0.00,755.64,15.44,-0.44,-0.58,-0.60,-0.68,-0.74,-0.75,-9.16,-6.98,-7.73,-8.40,-8.57,-12.44,0.40
0.05,14.48,0.01,1148.92,2.42,2124035.75,0.00,750.38,16.09,-0.44,-0.56,-0.60,-0.68,-0.73,-0.74,-9.19,-7.00,-7.68,-8.33,-8.54,-12.43,0.40
0.04,15.14,0.01,1180.98,2.46,2648205.25,0.00,749.51,15.11,-0.43,-0.56,-0.61,-0.67,-0.73,-0.75,-9.31,-7.11,-7.76,-8.41,-8.61,-12.43,0.40
0.04,14.89,0.01,1197.73,2.45,2299553.75,0.00,776.79,15.24,-0.41,-0.56,-0.60,-0.67,-0.73,-0.75,-9.42,-7.14,-7.82,-8.37,-8.57,-12.42,0.41
0.04,15.65,0.01,1183.85,2.51,2463058.25,0.00,769.15,15.09,-0.41,-0.55,-0.61,-0.66,-0.73,-0.75,-9.43,-7.24,-7.77,-8.42,-8.58,-12.42,0.41
0.04,16.26,0.01,1185.76,2.55,2171135.75,0.00,766.25,14.67,-0.41,-0.55,-0.60,-0.67,-0.74,-0.74,-9.37,-7.31,-7.82,-8.37,-8.58,-12.47,0.40
0.04,14.27,0.01,1185.76,2.39,2348691.50,0.00,766.64,14.24,-0.40,-0.55,-0.59,-0.67,-0.74,-0.74,-9.33,-7.36,-7.83,-8.35,-8.55,-12.42,0.40
0.05,14.78,0.01,1188.16,2.42,2564862.50,0.00,764.75,14.04,-0.38,-0.55,-0.58,-0.66,-0.74,-0.74,-9.43,-7.37,-7.90,-8.33,-8.51,-12.41,0.40
0.05,15.46,0.01,1193.42,2.48,2602089.50,0.00,759.63,13.89,-0.37,-0.56,-0.57,-0.67,-0.74,-0.74,-9.43,-7.41,-8.00,-8.34,-8.51,-12.38,0.40
0.05,15.26,0.01,1189.59,2.47,2225498.75,0.00,770.46,14.20,-0.36,-0.56,-0.56,-0.66,-0.74,-0.74,-9.46,-7.38,-7.94,-8.29,-8.47,-12.39,0.39
0.05,16.40,0.01,1184.81,2.56,2361786.75,0.00,776.28,14.51,-0.36,-0.57,-0.55,-0.66,-0.74,-0.74,-9.45,-7.35,-7.96,-8.32,-8.48,-12.39,0.39
0.05,14.31,0.01,1190.07,2.39,2860659.50,0.00,797.46,14.31,-0.37,-0.57,-0.54,-0.66,-0.74,-0.74,-9.40,-7.37,-8.00,-8.30,-8.47,-12.32,0.39
0.05,17.41,0.01,1188.15,2.68,2077433.63,0.00,807.16,14.36,-0.37,-0.58,-0.53,-0.66,-0.74,-0.74,-9.48,-7.37,-8.03,-8.32,-8.52,-12.42,0.39
0.05,14.33,0.01,1191.03,2.42,2592911.25,0.00,854.11,14.73,-0.37,-0.60,-0.52,-0.65,-0.74,-0.74,-9.41,-7.34,-8.03,-8.27,-8.46,-12.32,0.39
0.05,14.38,0.01,1200.12,2.43,2644488.75,0.00,873.35,14.87,-0.38,-0.61,-0.51,-0.65,-0.74,-0.73,-9.36,-7.32,-8.11,-8.31,-8.47,-12.32,0.39
0.05,16.12,0.01,1171.41,2.53,2718718.50,0.00,880.83,14.98,-0.38,-0.62,-0.51,-0.65,-0.74,-0.73,-9.42,-7.27,-8.08,-8.30,-8.45,-12.33,0.39
0.06,16.00,0.01,1149.39,2.51,2729405.00,0.00,881.56,15.22,-0.39,-0.63,-0.51,-0.65,-0.74,-0.73,-9.27,-7.19,-8.03,-8.26,-8.44,-12.30,0.39
0.05,14.31,0.01,1157.05,2.38,2959394.50,0.00,884.19,15.04,-0.39,-0.64,-0.52,-0.66,-0.74,-0.73,-9.35,-7.17,-8.07,-8.29,-8.49,-12.31,0.39
0.05,14.34,0.01,1093.41,2.36,3142333.25,0.00,863.01,15.36,-0.39,-0.62,-0.53,-0.65,-0.73,-0.72,-9.28,-7.12,-8.02,-8.28,-8.46,-12.30,0.38
0.05,15.18,0.01,1044.60,2.47,2381916.50,0.00,846.21,15.29,-0.39,-0.62,-0.54,-0.65,-0.73,-0.72,-9.24,-7.13,-8.06,-8.32,-8.50,-12.39,0.39
0.06,14.51,0.01,1006.80,2.42,2782622.50,0.00,836.77,15.13,-0.39,-0.61,-0.55,-0.65,-0.73,-0.72,-9.24,-7.10,-8.03,-8.31,-8.49,-12.32,0.38
0.05,15.67,0.01,944.11,2.50,2706061.25,0.00,806.63,13.91,-0.39,-0.61,-0.57,-0.65,-0.73,-0.72,-9.38,-7.22,-8.22,-8.50,-8.62,-12.48,0.39
0.05,15.62,0.01,905.83,2.50,3243179.50,0.00,764.27,12.58,-0.39,-0.60,-0.59,-0.66,-0.74,-0.73,-9.49,-7.32,-8.31,-8.60,-8.71,-12.48,0.39
0.05,13.10,0.01,851.28,2.33,2352906.75,0.00,724.65,12.33,-0.38,-0.57,-0.60,-0.67,-0.74,-0.72,-9.51,-7.42,-8.32,-8.64,-8.74,-12.66,0.38
0.05,15.35,0.01,807.26,2.53,2868313.50,0.00,675.24,12.11,-0.38,-0.55,-0.61,-0.67,-0.74,-0.73,-9.50,-7.43,-8.31,-8.64,-8.75,-12.53,0.38
0.05,15.24,0.00,783.81,2.55,2673450.75,0.00,634.01,11.07,-0.38,-0.54,-0.62,-0.68,-0.74,-0.73,-9.59,-7.55,-8.44,-8.77,-8.87,-12.72,0.37
0.05,16.01,0.01,726.39,2.61,2818862.25,0.00,618.58,11.20,-0.37,-0.54,-0.63,-0.68,-0.75,-0.74,-9.55,-7.42,-8.46,-8.77,-8.85,-12.66,0.37
0.05,17.28,0.01,685.23,2.73,2820290.50,0.00,589.30,11.47,-0.37,-0.53,-0.63,-0.68,-0.75,-0.74,-9.45,-7.29,-8.46,-8.72,-8.80,-12.59,0.37
0.05,14.63,0.01,680.93,2.55,2395045.50,0.00,579.90,11.58,-0.37,-0.55,-0.63,-0.68,-0.74,-0.74,-9.42,-7.17,-8.47,-8.74,-8.83,-12.66,0.37
0.04,16.27,0.00,692.41,2.63,2977993.00,0.00,608.34,11.13,-0.37,-0.56,-0.63,-0.67,-0.75,-0.74,-9.60,-7.19,-8.55,-8.84,-8.86,-12.67,0.38
0.05,17.68,0.00,701.03,2.75,2859270.00,0.00,593.31,11.13,-0.36,-0.56,-0.63,-0.67,-0.75,-0.74,-9.80,-7.16,-8.52,-8.86,-8.89,-12.66,0.38
0.05,17.41,0.00,682.36,2.77,2186915.50,0.00,561.12,11.18,-0.37,-0.57,-0.63,-0.68,-0.75,-0.74,-9.61,-7.08,-8.53,-8.89,-8.93,-12.76,0.38
0.05,18.16,0.00,702.46,2.79,2967821.50,0.00,599.77,11.33,-0.38,-0.58,-0.64,-0.68,-0.75,-0.75,-9.66,-7.08,-8.52,-8.88,-8.92,-12.66,0.39
0.05,18.74,0.00,719.21,2.82,2550636.50,0.00,604.63,11.89,-0.39,-0.59,-0.65,-0.68,-0.75,-0.75,-9.67,-6.99,-8.52,-8.92,-8.97,-12.75,0.40
0.05,14.56,0.00,701.50,2.49,2920163.00,0.00,603.87,12.11,-0.39,-0.60,-0.66,-0.68,-0.75,-0.75,-9.57,-6.90,-8.45,-8.88,-8.92,-12.69,0.40
0.05,17.74,0.00,677.10,2.73,2474877.25,0.00,627.38,12.13,-0.39,-0.61,-0.67,-0.68,-0.75,-0.75,-9.67,-6.84,-8.39,-8.84,-8.92,-12.75,0.41
0.06,16.34,0.00,649.82,2.62,2316137.00,0.00,600.62,13.20,-0.40,-0.60,-0.67,-0.68,-0.74,-0.74,-9.41,-6.77,-8.21,-8.73,-8.84,-12.66,0.42
0.05,15.79,0.00,691.93,2.58,2440530.25,0.00,624.45,13.31,-0.40,-0.60,-0.67,-0.68,-0.74,-0.74,-9.48,-6.86,-8.20,-8.71,-8.85,-12.67,0.41
0.05,15.06,0.00,682.36,2.53,2367429.50,0.00,610.30,12.44,-0.41,-0.59,-0.67,-0.69,-0.74,-0.75,-9.61,-7.05,-8.25,-8.82,-8.96,-12.75,0.41
0.05,16.11,0.00,662.74,2.60,2827091.50,0.00,607.23,12.27,-0.41,-0.57,-0.68,-0.69,-0.75,-0.75,-9.64,-7.13,-8.20,-8.85,-8.96,-12.75,0.41
0.05,17.27,0.00,647.91,2.72,2910702.50,0.00,590.75,12.24,-0.42,-0.56,-0.69,-0.69,-0.76,-0.75,-9.58,-7.24,-8.14,-8.86,-8.97,-12.74,0.40
0.05,16.59,0.01,679.97,2.66,2670298.75,0.00,617.39,15.58,-0.40,-0.53,-0.67,-0.68,-0.75,-0.74,-9.14,-6.99,-7.81,-8.44,-8.56,-12.40,0.41
0.06,15.26,0.01,690.02,2.53,2869530.75,0.00,620.50,16.07,-0.39,-0.52,-0.67,-0.67,-0.75,-0.74,-9.09,-6.99,-7.74,-8.32,-8.46,-12.28,0.41
0.06,14.26,0.01,723.52,2.47,2623955.25,0.00,625.61,15.93,-0.39,-0.51,-0.66,-0.67,-0.75,-0.74,-9.05,-7.08,-7.68,-8.28,-8.45,-12.28,0.41
0.05,13.87,0.01,779.02,2.42,2740045.75,0.00,639.27,15.76,-0.39,-0.51,-0.65,-0.67,-0.75,-0.74,-9.07,-7.17,-7.65,-8.27,-8.43,-12.25,0.41
0.05,14.40,0.01,815.87,2.45,2861807.75,0.00,666.13,15.29,-0.39,-0.51,-0.64,-0.67,-0.75,-0.74,-9.07,-7.21,-7.68,-8.28,-8.46,-12.31,0.41
0.05,14.85,0.01,830.22,2.49,2685172.00,0.00,657.81,14.78,-0.38,-0.51,-0.64,-0.67,-0.75,-0.74,-9.18,-7.26,-7.75,-8.31,-8.47,-12.31,0.40
0.05,16.86,0.01,825.44,2.65,2821010.50,0.00,655.10,14.80,-0.38,-0.52,-0.63,-0.67,-0.75,-0.75,-9.16,-7.21,-7.82,-8.33,-8.48,-12.29,0.40
0.05,16.46,0.01,806.30,2.60,3103481.50,0.00,664.53,14.84,-0.38,-0.52,-0.63,-0.67,-0.75,-0.75,-9.15,-7.16,-7.80,-8.29,-8.44,-12.24,0.40
0.05,15.68,0.01,840.27,2.54,2641084.25,0.00,680.13,14.76,-0.39,-0.53,-0.63,-0.66,-0.75,-0.74,-9.11,-7.07,-7.87,-8.30,-8.45,-12.33,0.41
0.05,13.05,0.01,858.46,2.32,2834116.50,0.00,673.88,14.69,-0.38,-0.55,-0.62,-0.66,-0.75,-0.75,-9.08,-7.00,-7.95,-8.32,-8.48,-12.33,0.40
0.05,16.15,0.01,870.90,2.53,2079819.38,0.00,695.44,15.22,-0.38,-0.56,-0.62,-0.66,-0.74,-0.74,-9.07,-6.88,-7.93,-8.26,-8.44,-12.40,0.41
0.05,15.01,0.01,870.90,2.42,2329375.25,0.00,719.00,14.91,-0.39,-0.56,-0.62,-0.65,-0.74,-0.74,-9.10,-6.81,-7.98,-8.30,-8.47,-12.44,0.41
0.05,16.01,0.01,843.62,2.50,2597831.00,0.00,736.93,14.18,-0.41,-0.57,-0.64,-0.65,-0.74,-0.75,-9.07,-6.78,-8.04,-8.35,-8.53,-12.46,0.41
0.05,19.05,0.01,816.83,2.74,2612263.75,0.00,763.95,14.07,-0.43,-0.57,-0.65,-0.65,-0.73,-0.75,-9.06,-6.68,-8.06,-8.39,-8.55,-12.46,0.41
0.04,15.40,0.01,819.70,2.44,2498917.75,0.00,824.11,13.82,-0.44,-0.57,-0.66,-0.66,-0.73,-0.75,-9.00,-6.67,-8.14,-8.41,-8.59,-12.53,0.40
0.04,14.25,0.01,743.13,2.33,2820642.50,0.00,835.10,14.11,-0.45,-0.57,-0.67,-0.65,-0.72,-0.75,-9.04,-6.58,-8.07,-8.45,-8.61,-12.51,0.40
0.05,13.31,0.01,785.72,2.24,3090732.75,0.00,876.78,14.82,-0.46,-0.58,-0.67,-0.65,-0.72,-0.75,-8.85,-6.50,-7.96,-8.36,-8.53,-12.40,0.41
0.05,14.38,0.01,799.12,2.31,2919793.75,0.00,873.63,14.64,-0.47,-0.59,-0.67,-0.66,-0.72,-0.75,-8.70,-6.50,-7.94,-8.33,-8.57,-12.47,0.41
0.05,15.32,0.01,774.72,2.38,2791452.00,0.00,878.86,14.64,-0.48,-0.61,-0.67,-0.66,-0.72,-0.75,-8.58,-6.48,-7.86,-8.29,-8.59,-12.47,0.41
0.05,15.75,0.01,767.54,2.42,2279526.25,0.00,879.30,14.78,-0.49,-0.61,-0.66,-0.66,-0.71,-0.75,-8.45,-6.54,-7.79,-8.25,-8.58,-12.50,0.41
0.05,15.39,0.01,793.86,2.38,2547002.25,0.00,923.03,14.36,-0.50,-0.62,-0.66,-0.66,-0.72,-0.75,-8.46,-6.62,-7.78,-8.26,-8.61,-12.50,0.41
0.05,15.59,0.01,757.97,2.39,2622108.75,0.00,879.54,13.87,-0.50,-0.63,-0.66,-0.67,-0.71,-0.75,-8.44,-6.66,-7.78,-8.32,-8.70,-12.53,0.41
0.05,16.30,0.00,842.19,2.44,2449826.00,0.00,881.66,12.98,-0.51,-0.64,-0.66,-0.67,-0.72,-0.76,-8.61,-6.94,-7.87,-8.45,-8.92,-12.75,0.41
0.05,17.13,0.00,926.41,2.49,2947652.50,0.00,895.38,12.73,-0.51,-0.64,-0.64,-0.66,-0.73,-0.76,-8.56,-7.06,-7.91,-8.51,-8.97,-12.78,0.41
0.05,18.85,0.00,973.78,2.61,2797850.00,0.00,874.01,12.87,-0.51,-0.64,-0.63,-0.66,-0.73,-0.76,-8.47,-7.03,-7.86,-8.46,-8.95,-12.78,0.41
0.04,22.89,0.00,1022.59,2.94,2359298.50,0.00,822.46,11.98,-0.52,-0.66,-0.62,-0.65,-0.74,-0.76,-8.59,-7.17,-8.04,-8.61,-9.16,-12.99,0.41
0.04,21.59,0.00,1055.13,2.86,2170285.50,0.00,800.01,12.18,-0.52,-0.66,-0.61,-0.65,-0.74,-0.76,-8.52,-7.22,-7.94,-8.57,-9.13,-12.98,0.41
0.04,22.34,0.00,1001.53,2.93,2452687.75,0.00,776.62,12.36,-0.51,-0.65,-0.61,-0.65,-0.74,-0.76,-8.57,-7.20,-7.94,-8.53,-9.12,-12.97,0.41
0.05,22.92,0.01,1013.02,2.97,2722483.50,0.00,757.12,12.82,-0.49,-0.65,-0.60,-0.65,-0.75,-0.75,-8.57,-7.04,-7.91,-8.45,-8.99,-12.85,0.41
0.05,22.31,0.01,990.53,2.98,2390335.75,0.00,722.59,13.31,-0.49,-0.63,-0.60,-0.66,-0.75,-0.75,-8.52,-6.96,-7.85,-8.40,-8.98,-12.85,0.41
0.06,24.63,0.01,992.44,3.17,2154257.50,0.00,705.52,13.64,-0.50,-0.63,-0.60,-0.66,-0.76,-0.75,-8.42,-6.90,-7.76,-8.38,-8.92,-12.83,0.41
0.06,25.24,0.01,957.03,3.24,2537707.75,0.00,670.39,13.80,-0.50,-0.62,-0.61,-0.67,-0.76,-0.75,-8.34,-6.84,-7.73,-8.34,-8.87,-12.73,0.41
0.05,25.65,0.00,940.76,3.30,2645220.00,0.00,657.40,11.58,-0.53,-0.63,-0.63,-0.69,-0.78,-0.75,-8.60,-7.04,-8.06,-8.64,-9.13,-12.97,0.41
0.05,22.31,0.00,876.16,3.09,2581901.75,0.00,632.32,12.00,-0.53,-0.63,-0.64,-0.70,-0.78,-0.75,-8.50,-6.86,-7.94,-8.57,-9.04,-12.95,0.40
0.05,22.15,0.00,790.03,3.12,2326009.75,0.00,605.81,12.00,-0.53,-0.62,-0.65,-0.71,-0.78,-0.74,-8.46,-6.87,-7.95,-8.60,-9.00,-12.93,0.40
0.05,19.81,0.00,727.34,2.98,2387323.75,0.00,573.25,11.64,-0.53,-0.64,-0.66,-0.72,-0.79,-0.74,-8.43,-6.83,-8.00,-8.62,-9.01,-12.92,0.40
0.05,19.96,0.00,683.80,2.98,2798663.00,0.00,583.26,11.11,-0.53,-0.64,-0.69,-0.74,-0.79,-0.74,-8.44,-6.86,-8.01,-8.70,-9.03,-12.93,0.40
0.04,18.31,0.00,652.70,2.87,2626275.50,0.00,557.38,11.11,-0.53,-0.64,-0.70,-0.74,-0.79,-0.74,-8.45,-6.82,-7.98,-8.70,-8.97,-12.89,0.40
